id,name,duration,albumName,singerName,songUrl,imageUrl,lyricUrl
554191989,练习,259000,练习,刘德华,http://music.163.com/song/media/outer/url?id=554191989.mp3,http://p2.music.126.net/Qyg276JcWTyQQeTppuKAQw==/109951163265515513.jpg,src/lyric/练习.txt
29723028,一起走过的日子?(粤) - (电影《至尊无上Ⅱ之永霸天下》主题曲),237000,Wonderful?World?香港演唱会?2007,刘德华,http://music.163.com/song/media/outer/url?id=29723028.mp3,http://p2.music.126.net/-6osWky_WObfAydYYiTvpA==/3236962232773608.jpg,src/lyric/一起走过的日子?(粤) - (电影《至尊无上Ⅱ之永霸天下》主题曲).txt
112908,来生缘,234000,来生缘,刘德华,http://music.163.com/song/media/outer/url?id=112908.mp3,http://p2.music.126.net/r-DAWP5CdH0xE8aALZ65FQ==/111050674418368.jpg,src/lyric/来生缘.txt
110184,谢谢你的爱,279000,经典重现,刘德华,http://music.163.com/song/media/outer/url?id=110184.mp3,http://p2.music.126.net/4smbvcWyk16SfSouao2UAA==/109951163031587156.jpg,src/lyric/谢谢你的爱.txt
110146,我恨我痴心,252000,经典重现,刘德华,http://music.163.com/song/media/outer/url?id=110146.mp3,http://p2.music.126.net/4smbvcWyk16SfSouao2UAA==/109951163031587156.jpg,src/lyric/我恨我痴心.txt
110761,世界第一等(Live),261000,爱你一万年?99演唱会,刘德华,http://music.163.com/song/media/outer/url?id=110761.mp3,http://p2.music.126.net/LRWWw0_d0wZWWicIKQIkfA==/65970697667341.jpg,src/lyric/世界第一等(Live).txt
110397,冰雨(Live),350000,你是我的骄傲演唱会,刘德华,http://music.163.com/song/media/outer/url?id=110397.mp3,http://p2.music.126.net/NcVf7w7gtyvmfw0OGI8W6A==/888405395243414.jpg,src/lyric/冰雨(Live).txt
29723024,笨小孩(国),230000,Wonderful?World?香港演唱会?2007,刘德华,http://music.163.com/song/media/outer/url?id=29723024.mp3,http://p2.music.126.net/-6osWky_WObfAydYYiTvpA==/3236962232773608.jpg,src/lyric/笨小孩(国).txt
31445772,理想三旬,210000,浓烟下的诗歌电台,陈鸿宇,http://music.163.com/song/media/outer/url?id=31445772.mp3,http://p2.music.126.net/cqTTEPAaxXG3cOwaE4E_-g==/109951163104103366.jpg,src/lyric/理想三旬.txt
463157222,一如年少模样,262000,一如年少模样,陈鸿宇,http://music.163.com/song/media/outer/url?id=463157222.mp3,http://p2.music.126.net/zoExppgWYLCoTY5nkmHFXQ==/109951163104111018.jpg,src/lyric/一如年少模样.txt
