3684,林俊杰
5781,薛之谦
12138269,毛不易
1030001,周深
2116,陈奕迅
4292,李荣浩
3685,林宥嘉
6460,张学友
6472,张杰
6066,杨宗纬
6457,张国荣
6731,赵雷
5346,王力宏
5929,徐良
6452,周杰伦
4721,朴树
3699,李克勤
6453,张震岳
13609637,马良
3691,刘德华
1058228,陈鸿宇
5770,许巍
5205,谭咏麟
6456,周华健
8103,花粥
1007170,陈粒
10204,杨千嬅
9621,王菲
8926,莫文蔚
9272,孙燕姿
8326,刘若英
8325,梁静茹
8336,林忆莲
7225,陈慧娴
9952,谢安琪
9941,许飞
11127,Beyond
12707,苏打绿
711683,好妹妹
1145026,小石头和孩子们
11761,花儿乐队
